author|title|keywords|abstract|year|ENTRYTYPE|doi
Jun Tang and Yi Shen|Research on mountain environment factors and tang poetry's natural ecology using big data in the ecological urbanization|Big data application, Mountain environment factors, Tang poetry, Natural ecology research|The process of urbanization in the world has improved the quality of people's lives, and has also intensified ecological and environmental problems. Mountain cities are an integral part of the urban ecosystem, and the development of cities is supported by various ecological services provided by the municipal ecosystem. Therefore, it is very important to evaluate the mountain environmental factors that affect the urban ecosystem. The mountain urban ecosystem has more and more complex regional environments and environmental characteristics. Therefore, this article analyzes the municipal ecosystem based on the application of big data, which can provide decision-making directions for city managers and facilitate the development of urbanization. Research on ecosystem services in mountainous cities is compatible with the promotion and improvement of mountainous city planning and management methods. At the same time, this article takes the traditional beauty poems described in Tang poems as examples, and uses the richly poetic landscape perspective to study the natural landscape environment more deeply. The study of natural ecology from a new perspective has further accelerated the pace of research on natural ecosystems, which is conducive to the development of natural landscape environments, provides support for the construction and depth of modern landscape environments, and has a positive impact on the natural ecological landscape of buildings. Through the research of mountain environment factors based on the application of big data, this paper applies it to the study of natural ecology in Tang poetry, thereby promoting the development of the ecological environment.|2022|article|https://doi.org/10.1016/j.jksus.2022.102150
Xu Xin and Yu Shu-Jiang and Pang Nan and Dou ChenXu and Li Dan|Review on A big data-based innovative knowledge teaching evaluation system in universities|Big data, Knowledge teaching evaluation, Performance management|With the widespread use of digital technologies such as big data, cloud computing and artificial intelligence in higher education, how to establish a scientific and systematic evaluation system to turn the traditional classroom with the one-way transmission of knowledge into an interactive space for exchanging ideas and inspiring wisdom has become an essential task for human resource management in universities, and a key to improving teaching quality. However, due to the debate between scientism and humanism in teaching evaluation, studies related to teaching performance have been isolated from human resource management, resulting in the lack of a systematic vision and framework for such studies. Relevant studies are still limited to the evaluation contents of different evaluation subjects. Evaluations also tend to focus only on the teaching process, ignoring the objectives of talent training, making it difficult for evaluations to play a goal-oriented role and hindering the further development of relevant studies. Therefore, this paper draws on human resource management methodologies and analyzes knowledge teaching evaluation system characteristics in colleges and universities in a big data context to construct a “multiple evaluations, trinity and four-step closed-loop” big data-based knowledge teaching evaluation system. “Trinity” represents evaluation from three performance dimensions: teaching effect, teaching behavior and teaching ability. “Multiple evaluations” represents the design of teaching performance indicators based on teaching data, breaking the barriers between different evaluation subjects. “Four-step closed-loop” draws on performance management theory to standardize the teaching performance management process from four aspects: planning, implementation, evaluation, and feedback. This evaluation system provides a systematic methodology for unifying the theory and practice of innovative knowledge teaching evaluation system in universities in a big data context.|2022|article|https://doi.org/10.1016/j.jik.2022.100197
Sudhakar Tummala and Venkata Sainath Gupta Thadikemalla and Barbara A.K. Kreilkamp and Erik B. Dam and Niels K. Focke|Fully automated quality control of rigid and affine registrations of T1w and T2w MRI in big data using machine learning|Structural MRI, Big data, Machine learning, Quality control, Image registration|"Background
Magnetic resonance imaging (MRI)-based morphometry and relaxometry are proven methods for the structural assessment of the human brain in several neurological disorders. These procedures are generally based on T1-weighted (T1w) and/or T2-weighted (T2w) MRI scans, and rigid and affine registrations to a standard template(s) are essential steps in such studies. Therefore, a fully automatic quality control (QC) of these registrations is necessary in big data scenarios to ensure that they are suitable for subsequent processing.
Method
A supervised machine learning (ML) framework is proposed by computing similarity metrics such as normalized cross-correlation, normalized mutual information, and correlation ratio locally. We have used these as candidate features for cross-validation and testing of different ML classifiers. For 5-fold repeated stratified grid search cross-validation, 400 correctly aligned, 2000 randomly generated misaligned images were used from the human connectome project young adult (HCP-YA) dataset. To test the cross-validated models, the datasets from autism brain imaging data exchange (ABIDE I) and information eXtraction from images (IXI) were used.
Results
The ensemble classifiers, random forest, and AdaBoost yielded best performance with F1-scores, balanced accuracies, and Matthews correlation coefficients in the range of 0.95–1.00 during cross-validation. The predictive accuracies reached 0.99 on the Test set #1 (ABIDE I), 0.99 without and 0.96 with noise on Test set #2 (IXI, stratified w.r.t scanner vendor and field strength).
Conclusions
The cross-validated and tested ML models could be used for QC of both T1w and T2w rigid and affine registrations in large-scale MRI studies."|2021|article|https://doi.org/10.1016/j.compbiomed.2021.104997
Mokhtar Sellami and Haithem Mezni and Mohand Said Hacid|On the use of big data frameworks for big service composition|Big data, Big service, Big service composition, Quality of big services, Fuzzy RCA, Spark|Over the last years, big data has emerged as a new paradigm for the processing and analysis of massive volumes of data. Big data processing has been combined with service and cloud computing, leading to a new class of services called “Big Services”. In this new model, services can be seen as an abstract layer that hides the complexity of the processed big data. To meet users' complex and heterogeneous needs in the era of big data, service reuse is a natural and efficient means that helps orchestrating available services' operations, to provide customer on-demand big services. However different from traditional Web service composition, composing big services refers to the reuse of, not only existing high-quality services, but also high-quality data sources, while taking into account their security constraints (e.g., data provenance, threat level and data leakage). Moreover, composing heterogeneous and large-scale data-centric services faces several challenges, apart from security risks, such as the big services' high execution time and the incompatibility between providers' policies across multiple domains and clouds. Aiming to solve the above issues, we propose a scalable approach for big service composition, which considers not only the quality of reused services (QoS), but also the quality of their consumed data sources (QoD). Since the correct representation of big services requirements is the first step towards an effective composition, we first propose a quality model for big services and we quantify the data breaches using L-Severity metrics. Then to facilitate processing and mining big services' related information during composition, we exploit the strong mathematical foundation of fuzzy Relational Concept Analysis (fuzzy RCA) to build the big services' repository as a lattice family. We also used fuzzy RCA to cluster services and data sources based on various criteria, including their quality levels, their domains, and the relationships between them. Finally, we define algorithms that parse the lattice family to select and compose high-quality and secure big services in a parallel fashion. The proposed method, which is implemented on top of Spark big data framework, is compared with two existing approaches, and experimental studies proved the effectiveness of our big service composition approach in terms of QoD-aware composition, scalability, and security breaches.|2020|article|https://doi.org/10.1016/j.jnca.2020.102732
Pauline Beau and Lambert Jerman|Bonding forged in “auditing hell”: The emotional qualities of Big Four auditors|Auditor, Big Four, Emotion, Emotional quality, Ethnography, Commitment|This article investigates how auditors come to make a longer-term commitment to their profession through coping with the demands and intensity of working in the Big Four firms. Through analysis of ethnographic data and thirty-one interviews, we show that the difficulties of team work and the complexity of audit engagements can lead auditors to develop emotional qualities of constructive pedagogy, pragmatic self-abnegation, and collective resilience. These qualities may help auditors to manage the intensity of the negative and positive emotions triggered by their work, and to find longer-term strategies for dealing with the constraints inherent in auditing. Our study does not aim to suggest unduly that all auditors are capable of developing these emotional qualities, but rather to shed light on the dynamic of emotions that drives some auditors to bond with each other, and thus in some cases commit to the profession for the longer term.|2022|article|https://doi.org/10.1016/j.cpa.2021.102356
Reina Tonegawa-Kuji and Koshiro Kanaoka and Yoshitaka Iwanaga|Current status of real-world big data research in the cardiovascular field in Japan|Big data, Cardiovascular disease, Real-world data, Real-world evidence, Superaged society|"Summary
Real-world data (RWD) are observational data obtained by collecting, structuring, and accumulating patient information among the medical big data. RWD are derived from a variety of patient medical care and health information outside of conventional research data, and include electronic health records, claims data, registry data of disease, drug and device, health check-up data, and more recently, patient information data from wearable devices. They are currently being utilized in various forms for optimal medical care and real-world evidence (RWE) is constructed through a process of hypothesis generation and verification based on the RWD research. Together with classic clinical research and pragmatic trials, RWE shapes the learning healthcare system and contributes to the improvement of medical care. In the cardiovascular medical care of the current super-aged society, the need for a variety of RWE and the research is increasing, since the guidelines established over time and the medical care based on it cannot necessarily be the best in accordance with the current medical situation. In this review, we focus on the RWD and RWE studies in the cardiovascular medical field and outlines their current status in Japan. Furthermore, we discuss the potential for extending the studies and issues related to the use of medical big data and RWD."|2022|article|https://doi.org/10.1016/j.jjcc.2022.09.006
Shunzhi Lin and Jiabao Lin and Feiyun Han and Xin (Robert) Luo|How big data analytics enables the alliance relationship stability of contract farming in the age of digital transformation|Big data analytics, Risk management capability, Data quality, Alliance relationship stability|Notwithstanding the potential of big data analytics technology for alliance management, there is a lack of understanding of how such digital technology influences alliance relationship stability (ARS). Drawing on the information technology-enabled organizational capabilities (IT-enabled OCs) perspective, this study empirically verifies that big data analytics promotes ARS and risk management capability. Moreover, market risk management capability (MRM) enhances ARS, and data quality moderates the relationship between big data analytics usage (BDU) and MRM. This research reveals the impact mechanism of BDU on the ARS. Implications for management and future research are presented as well.|2022|article|https://doi.org/10.1016/j.im.2022.103680
Robert B.M. Landewé and Désirée {van der Heijde}|“Big Data” in Rheumatology: Intelligent Data Modeling Improves the Quality of Imaging Data|Imaging, Statistical analysis, Reliability, Variability, Generalized estimating equations, Generalized linear mixed model||2018|article|https://doi.org/10.1016/j.rdc.2018.01.007
Yu Liu and Yangtao Wang and Ke Zhou and Yujuan Yang and Yifei Liu|Semantic-aware data quality assessment for image big data|Semantic-aware, Quality assessment, Image big data, IDSTH, SHR|Data quality (DQ) assessment is essential for realizing the promise of big data by judging the value of data in advance. Relevance, an indispensable dimension of DQ, focusing on “fitness for requirement”, can arouse the user’s interest in exploiting the data source. It has two-level evaluations: (1) the amount of data that meets the user’s requirements; (2) the matching degree of these relevant data. However, there lack works of DQ assessment at dimension of relevance, especially for unstructured image data which focus on semantic similarity. When we try to evaluate semantic relevance between an image data source and a query (requirement), there are three challenges: (1) how to extract semantic information with generalization ability for all image data? (2) how to quantify relevance by fusing the quantity of relevant data and the degree of similarity comprehensively? (3) how to improve assessing efficiency of relevance in a big data scenario by design of an effective architecture? To overcome these challenges, we propose a semantic-aware data quality assessment (SDQA) architecture which includes off-line analysis and on-line assessment. In off-line analysis, for an image data source, we first transform all images into hash codes using our improved Deep Self-taught Hashing (IDSTH) algorithm which can extract semantic features with generalization ability, then construct a graph using hash codes and restricted Hamming distance, next use our designed Semantic Hash Ranking (SHR) algorithm to calculate the importance score (rank) for each node (image), which takes both the quantity of relevant images and the degree of semantic similarity into consideration, and finally rank all images in descending order of score. During on-line assessment, we first convert the user’s query into hash codes using IDSTH model, then retrieve matched images to collate their importance scores, and finally help the user determine whether the image data source is fit for his requirement. The results on public dataset and real-world dataset show effectiveness, superiority and on-line efficiency of our SDQA architecture.|2020|article|https://doi.org/10.1016/j.future.2019.07.063
Vlad Krotov and Leigh Johnson|Big web data: Challenges related to data, technology, legality, and ethics|Big data, Web data, Web scraping, Law, Ethics|The digital data available on the World Wide Web is currently measured in zettabytes. These vast repositories of Big Web Data are increasingly viewed as a strategic resource comparable in value to land, gold, and oil. This Big Web Data can be extracted and analyzed by organizations for the purposes of gaining a better understanding of their internal and external environment and improving organizational performance. Because of these opportunities, automated retrieval and organization of Web data (or Web Scraping) for research projects is becoming a common practice. This article educates the reader about the data-related, technical, legal, and ethical issues related to Web Scraping. Awareness of these issues can help researchers save time and other resources and, most importantly, mitigate potential risk of ethical controversies or even lawsuits in relation to the retrieval and use of Big Web Data.|2022|article|https://doi.org/10.1016/j.bushor.2022.10.001
Lei Li and Jiabao Lin and Ye Ouyang and Xin (Robert) Luo|Evaluating the impact of big data analytics usage on the decision-making quality of organizations|Big data analytics usage, Data analytics capabilities, Decision-making quality, Agricultural firms|Big data initiatives are critical for transforming traditional organizational decision making into data-driven decision making. However, prior information systems research has not paid enough attention to the impact of big data analytics usage on decision-making quality. Drawing on the dynamic capability theory, this study investigated the impact of big data analytics usage on decision-making quality and tested the mediating effect of data analytics capabilities. We collected data from 240 agricultural firms in China. The empirical results showed that big data analytics usage had a positive impact on decision-making quality and that data analytics capabilities played a mediating role in the relationship between big data analytics usage and decision-making quality. Hence, firms should not only popularize big data analytics usage in their business activities but also take measures to improve their data analytics capabilities, which will improve their decision-making quality toward competitive advantages.|2022|article|https://doi.org/10.1016/j.techfore.2021.121355
Kangyang Chen and Hexia Chen and Chuanlong Zhou and Yichao Huang and Xiangyang Qi and Ruqin Shen and Fengrui Liu and Min Zuo and Xinyi Zou and Jinfeng Wang and Yan Zhang and Da Chen and Xingguo Chen and Yongfeng Deng and Hongqiang Ren|Comparative analysis of surface water quality prediction performance and identification of key water parameters using different machine learning models based on big data|Water quality prediction, Machine learning models, Ensemble methods, Deep cascade forest, The key water parameters|The water quality prediction performance of machine learning models may be not only dependent on the models, but also dependent on the parameters in data set chosen for training the learning models. Moreover, the key water parameters should also be identified by the learning models, in order to further reduce prediction costs and improve prediction efficiency. Here we endeavored for the first time to compare the water quality prediction performance of 10 learning models (7 traditional and 3 ensemble models) using big data (33,612 observations) from the major rivers and lakes in China from 2012 to 2018, based on the precision, recall, F1-score, weighted F1-score, and explore the potential key water parameters for future model prediction. Our results showed that the bigger data could improve the performance of learning models in prediction of water quality. Compared to other 7 models, decision tree (DT), random forest (RF) and deep cascade forest (DCF) trained by data sets of pH, DO, CODMn, and NH3–N had significantly better performance in prediction of all 6 Levels of water quality recommended by Chinese government. Moreover, two key water parameter sets (DO, CODMn, and NH3–N; CODMn, and NH3–N) were identified and validated by DT, RF and DCF to be high specificities for perdition water quality. Therefore, DT, RF and DCF with selected key water parameters could be prioritized for future water quality monitoring and providing timely water quality warning.|2020|article|https://doi.org/10.1016/j.watres.2019.115454
Joey Li and Munur Sacit Herdem and Jatin Nathwani and John Z. Wen|Methods and applications for Artificial Intelligence, Big Data, Internet of Things, and Blockchain in smart energy management|Artificial Intelligence, Big Data, Digital technology, Smart grid, IoT, Blockchain|Information technologies involving artificial Intelligence, big data, Internet of Things devices and blockchain have been developed and implemented in many engineering fields worldwide. Existing review articles focus on developments and characteristics of individual topics and the associated deployment in the energy sector. These technologies, all based on communication, information, and data analysis, are naturally coherent and integrable. This article reviews the literature and patents in four closely related fields and aims to provide a holistic view of how they are related and their integrability in relation to smart energy management strategies. Artificial intelligence models forecast energy use and load profiles as well as schedule resources to ensure reliable performance and effective utilization of energy resources. Training artificial intelligence models requires immense volumes of data. Utilizing big data systems and data mining enables the discovery of new functions and relationships, which determines the performance of artificial intelligence. Data mining also refines the information; thus, artificial intelligence is trained iteratively with more accurate data. Smart energy management can be further enhanced through advanced digital technologies like Internet of Things and blockchain. An Internet of Things platform containing edge, fog and cloud layers helps connect artificial intelligence to other hardware and software devices and systems. Furthermore, an Internet of Things platform efficiently transmits and stores data, improving access and availability to stakeholders for data mining. Emerging technologies such as blockchain and cryptocurrency facilitate energy trading and can be designed in the cloud layer of an Internet of Things platform to supplement data storage. Providing an efficient and seamless integration of artificial intelligence, big data, and advanced digital technologies will be an important factor in the emerging transition of the energy sector to a lower-carbon system.|2023|article|https://doi.org/10.1016/j.egyai.2022.100208
J. Sen and R. Moxham-Smith and T. Marwick|Concerns Over Robustness of Big Data Analysis Revealed by Quality Assessment of Echocardiography Data From a Single Centre|||2021|article|https://doi.org/10.1016/j.hlc.2021.06.201
Angelo Corallo and Anna Maria Crespino and Mariangela Lazoi and Marianna Lezzi|Model-based Big Data Analytics-as-a-Service framework in smart manufacturing: A case study|Big Data Analytics, BDA, MBDAaaS framework, Smart manufacturing, Industry 4.0, Anomaly detection|Today, in a smart manufacturing environment based on the Industry 4.0 paradigm, people, technological infrastructure and machinery equipped with sensors can constantly generate and communicate a huge volume of data, also known as Big Data. The manufacturing industry takes advantage of Big Data and analytics evolution by improving its capability to bring out valuable information and knowledge from industrial processes, production systems and sensors. The adoption of model-based frameworks in the Big Data Analytics pipeline can better address user configuration requirements (e.g. type of analysis to perform, type of algorithm to be applied) and also provide more transparency and clearness on the execution of workflows and data processing. In the current state of art, an application of a model-based framework in a manufacturing scenario is missing. Therefore, in this study, by means of a case study research focused on data from sensors associated with Computer Numerical Control machines, the configuration and execution of a Big Data Analytics pipeline with a Model-based Big Data Analytics-as-a-Service framework is described. The case study provides to theoreticians and managerial experts useful evidence for managing real-time data analytics and deploying a workflow that addresses specific analytical goals, driven by user requirements and developer models, in a complex manufacturing domain.|2022|article|https://doi.org/10.1016/j.rcim.2022.102331
Dirk Schmücker and Julian Reif|Measuring tourism with big data? Empirical insights from comparing passive GPS data and passive mobile data|Big Data, Mobile Network Data, Passive GPS Data, Spatio-temporal behaviour, Tourist classification|In this paper we aim to classify digital data sources for the measurement of tourist mobility, to establish a set of assessment indicators, and to compare two Big Data sources to gain empirical insights into how we can measure tourism with Big Data. For three holiday destinations in Germany, passive mobile data and passive global positioning systems (GPS) data are compared with reference data from the destinations for twelve weeks in the summer of 2019. Results show that mobile network data are on a plausible level compared to the local reference data and are able to predict the temporal pattern to a very high degree. GPS app-based data also perform well, but are less plausible and precise than mobile network data.|2022|article|https://doi.org/10.1016/j.annale.2022.100061
Jun Yang and Xiaoming Li and Shoujun Huang|Impacts on environmental quality and required environmental regulation adjustments: A perspective of directed technical change driven by big data|Big data, Directed technical change, Environmental quality, Environmental regulation policy|Big data applications, from its inception have experienced unprecedented changes in technological revolution and development. The need of the hour is to use big data to break through the incompatible bottleneck of environment protection and development. Therefore, this paper constructs a theoretical model to evaluate the changes of relative benefits big data have on R&D through “substitution effects”, “complementary effects”, and further lead to directed technical change and its impact on the environmental quality. For better understanding the role of big data, we compare different impacts on environmental quality both by considering the big data application and by ignoring it. In addition, we analyze the required environmental regulation policy adjustments under the influence of big data. The results show that: (1) By improving the relative benefits of clean technology R&D, the application of big data further enhances the quality of the environment. (2) Mere relying on the application of big data alone cannot prevent environmental disasters, but it must be supplemented with conducive environmental regulation policy to achieve the best results. (3) The application of big data can reduce the “subsidy” for clean technology R&D to avoid environmental disasters, while the impact of big data on “environmental taxes” varies with the development of clean technology levels. The results of this research will help to clarify the positive effects of big data on environmental quality and implement reasonable environmental regulation policy.|2020|article|https://doi.org/10.1016/j.jclepro.2020.124126
Lifan Chen and Hefu Liu and Zhongyun Zhou and Meng Chen and Yao Chen|IT-business alignment, big data analytics capability, and strategic decision-making: Moderating roles of event criticality and disruption of COVID-19|IT-business alignment, Big data analytics capability, Event disruption of COVID-19, Event criticality of COVID-19, Decision speed, Decision quality|Prior research has confirmed the importance of IT-business alignment (ITBA) and big data analytics capability (BDAC) in supporting firms' strategic decision-making under normal circumstances. However, the global outbreak of COVID-19 has significantly changed firms' strategic decision-making landscapes and raised questions regarding the effects of ITBA and BDAC on strategic decision-making as conditioned by COVID-19 characteristics. In this study, we contextualize two important event impact factors (i.e., event criticality and event disruption) in the context of COVID-19 and examine their contingent roles in the effects of ITBA and BDAC on strategic decision-making. Our analyses, based on two-round, multi-respondents matched survey data collected from 175 Chinese firms to elucidate the differential moderating roles of event criticality and disruption of COVID-19 in the impact of ITBA and BDAC on strategic decision speed and quality. The results indicate the event criticality of COVID-19 strengthens the effects of ITBA on decision speed and quality but weakens the influence of BDAC on decision quality. Meanwhile, the event disruption of COVID-19 weakens the influence of ITBA on decision speed and quality but strengthens the effect of BDAC on decision speed and quality. These findings have important theoretical and practical implications, which we discuss in the conclusion.|2022|article|https://doi.org/10.1016/j.dss.2022.113745
Joel Haspel|A big data platform to enable integration of high quality clinical data and next generation sequencing data||Today, personalized medicine is closer to reality than ever before through targeted treatment, however, the substantial increase in data correspondingly requires scalable systems to continue to effectively manage the data and to remain current with advancing technology. As organizations move to advance translational research to achieve personalized medicine, researchers and clinicians must manage informatics, however, there is a shortage of fully integrated informatics solutions that integrate, store, and analyze clinical and omics data from diverse sources – generated in-house as well as public consortiums. Many researchers and clinicians must rely on bioinformaticians to perform mundane data management tasks in order to validate a simple hypothesis. Oracle Health Sciences Translational Research Center provides a complete and scalable informatics solution, with centralized data storage and analysis across genetic information areas (genomics, transcriptomics, and proteomics), vendor platforms, biological data types, and clinical data sources. Organizations such as Cancer Research UK, Erasmus MC, MD Anderson Cancer Center and UPMC have adopted this solution and are evaluating treatment responses for similar patients in a self-sufficient manner, ultimately shortening the biomarker development cycle and accelerating the adoption of personalized medicine.|2015|article|https://doi.org/10.1016/j.nhtm.2014.11.011
Surajit Bag and Pavitra Dhamija and Rajesh Kumar Singh and Muhammad Sabbir Rahman and V. Raja Sreedharan|Big data analytics and artificial intelligence technologies based collaborative platform empowering absorptive capacity in health care supply chain: An empirical study|Omnichannel, Healthcare business, Artificial intelligence, Big data analytics, Collaborative platform, Healthcare supply chain, Developing countries|The healthcare supply chain involves the manufacturing and delivery of medicines at the right time, at the right place, and in the correct quantity. In the world of uncertainties, especially deadly pandemics, the digitalization of the healthcare supply chain has emerged as one of the urgent phenomena to implement, for which organizations are focussing on the omnichannel healthcare approach. This paper explores (a) the antecedents of big data analytics and artificial intelligence (BDA-AI) technology-based collaborative platform for empowering absorptive capacity in omnichannel health care processes; (b) the effect of BDA-AI collaborative platform powered absorptive capacity in omnichannel health care processes and organization performance. The data is collected using a structured questionnaire from healthcare supply chain executives working in South Africa. The findings indicate that the involvement of managerial factors will improve the capacity of health care organizations to develop a BDA-AI technology-driven collaborative platform to assimilate, transfer and exploit critical information from large data sets. It will capacitate healthcare supply chains to deliver innovative performance to healthcare businesses. This work is the first of its kind to examine big data-based knowledge gained in the context of the omnichannel supply chain.|2023|article|https://doi.org/10.1016/j.jbusres.2022.113315
Todd R. McNutt and Kevin L. Moore and Binbin Wu and Jean L. Wright|Use of Big Data for Quality Assurance in Radiation Therapy||The application of big data to the quality assurance of radiation therapy is multifaceted. Big data can be used to detect anomalies and suboptimal quality metrics through both statistical means and more advanced machine learning and artificial intelligence. The application of these methods to clinical practice is discussed through examples of guideline adherence, contour integrity, treatment delivery mechanics, and treatment plan quality. The ultimate goal is to apply big data methods to direct measures of patient outcomes for care quality. The era of big data and machine learning is maturing and the implementation for quality assurance promises to improve the quality of care for patients.|2019|article|https://doi.org/10.1016/j.semradonc.2019.05.006
